,loanpurposecode,loanapprovalcode,loaninterestrate,loanoriginalbalance,loanpayment,loanpaymentcount,loancreditscore,debtratio,rbl
11832,25,780,6.0,18804.4,372.38,60,753,0.3,1
18653,25,1437,16.25,11005.23,363.43,60,594,0.1335,5
6005,40,1437,6.75,7500.0,149.0,0,605,0.4202,4
2059,13,1916,4.5,47000.0,746.33,72,733,0.3433,1
8321,23,780,6.0,15000.0,304.98,60,732,1.047,1
18192,40,47,6.75,5000.0,84.0,0,684,0.3943,2
17231,3,1437,6.75,25000.0,539.24,60,690,0.3443,2
1573,3,780,7.0,17600.0,348.17,60,736,0.6016,1
21601,40,341,6.75,14398.78,50.0,0,807,0.3091,1
17,9999,780,6.0,2484.0,425.39,6,9999,0.3404,1
3607,3,780,6.0,21960.31,447.84,60,755,0.1801,1
14194,13,47,6.75,18340.0,370.04,60,679,0.4306,3
20697,3,55,5.75,14723.55,310.82,60,731,0.396,1
14176,3,9999,5.0,39695.95,434.98,60,770,0.3974,1
5799,25,780,6.0,8792.0,283.3,36,749,0.2611,1
3998,3,780,2.49,10000.0,844.86,12,763,0.4359,1
22281,8,55,4.5,16130.33,300.9,60,776,0.3864,1
17001,3,780,5.75,15000.0,315.64,60,692,0.1544,2
12599,40,1437,6.75,3000.0,94.0,0,605,0.259,4
20514,3,55,4.5,35425.23,727.63,60,816,0.3051,1
3475,3,1916,16.5,7345.87,260.54,36,581,0.3619,5
5324,25,780,7.5,20000.0,346.01,72,745,0.1984,1
4316,14,1407,5.0,22948.24,381.01,72,708,0.415,2
17220,3,47,5.75,11607.62,222.86,60,758,0.2201,1
10312,3,570,8.5,13708.34,253.19,60,675,0.269,3
2751,9999,1437,9.25,23382.65,426.03,72,648,0.297,3
15509,13,1437,14.75,11000.0,330.9,60,599,0.2016,5
1281,25,780,6.0,20000.0,424.25,60,769,0.363,1
15428,3,1437,7.75,13557.25,274.1,60,715,0.5171,2
17715,17,1437,3.5,17587.53,359.43,54,729,0.2725,1
17041,2,1437,6.0,9000.0,227.99,48,806,0.6238,1
14668,3,570,8.5,11400.46,231.83,60,680,0.2528,3
16933,2,585,5.75,20000.0,421.38,60,753,0.2917,1
9879,40,1916,6.75,1000.0,50.0,0,671,0.1907,3
470,9999,1437,6.0,44966.34,745.24,72,694,0.2225,2
13594,3,1437,15.75,26777.45,663.81,60,635,0.2956,4
9093,3,780,5.75,14000.0,269.55,60,807,0.1463,1
1625,25,1437,14.5,1600.0,146.73,12,618,0.3179,4
18707,40,585,6.75,5000.0,50.0,0,676,0.1882,3
9647,25,780,5.75,10000.0,201.82,60,760,0.2572,1
19490,40,166,6.75,10000.0,310.0,0,794,0.2314,1
17965,17,1437,3.0,14850.0,328.35,48,759,0.3374,1
16796,25,780,6.75,12536.08,270.73,60,683,0.2911,2
14211,3,47,7.75,24062.51,497.82,60,702,0.1331,2
6969,3,166,6.0,37841.22,733.36,60,798,0.2398,1
18677,14,1017,8.0,36350.0,639.92,84,645,0.1296,3
10195,24,1437,7.75,13318.22,275.58,60,703,0.1312,2
16113,3,1437,7.0,16632.17,398.61,48,685,0.3861,2
22379,3,570,6.5,19902.73,425.97,60,757,0.2604,1
3768,3,166,8.25,35900.0,770.26,60,698,0.094,2
5315,23,780,6.0,30000.0,594.84,60,753,0.5554,1
4045,40,585,6.75,1500.0,50.0,0,665,0.1947,3
1812,13,585,3.0,21500.0,626.27,36,727,0.2089,1
14658,24,780,5.75,30000.0,633.34,60,769,0.5178,1
2701,25,780,6.0,6000.0,194.4,36,778,0.4207,1
14134,3,1017,6.25,20000.0,394.16,60,692,0.1702,2
2747,9999,1916,7.75,19150.32,386.02,60,653,0.2204,3
6441,40,55,6.75,10000.0,325.0,0,695,0.1558,2
2781,9999,1916,4.25,23639.0,348.02,78,739,0.1613,1
21355,25,1017,6.0,5625.0,134.3,48,734,0.6014,1
14486,43,780,13.0,1000.0,25.0,0,781,0.4246,1
13414,3,1437,10.25,17323.32,389.29,60,652,0.1715,3
9630,3,780,6.0,10000.0,211.57,60,720,1.2043,1
7989,3,780,6.25,11297.68,219.31,60,757,0.0731,1
21506,43,47,13.0,1000.0,25.0,0,647,0.3635,1
3394,7,1916,10.75,9400.0,222.17,60,666,0.4316,3
6144,25,570,15.0,4545.03,229.54,24,606,0.3567,4
2989,2,585,14.75,1500.0,139.2,12,630,0.3685,4
12899,3,570,10.25,14790.76,317.36,60,664,0.4226,3
15111,40,1437,6.75,2500.0,67.0,0,742,0.42,1
15292,3,47,7.75,15000.0,331.51,60,695,0.3925,2
14105,25,1437,15.75,3129.81,110.89,36,581,0.0669,5
16994,3,1437,16.75,34950.0,817.96,72,608,0.4258,4
22245,40,166,6.75,5000.0,152.0,0,635,1.1713,3
7774,3,1017,6.0,23000.0,444.73,60,784,0.1072,1
21422,40,55,6.75,10000.0,300.0,0,772,0.1112,1
5437,13,585,3.25,7226.6,160.78,48,842,0.1929,1
6356,2,780,6.0,5734.96,184.38,36,767,0.2534,1
13205,3,47,16.0,8859.6,269.44,48,570,0.0785,5
6846,13,780,3.25,9000.0,216.22,48,788,0.2792,1
19805,13,570,4.0,21905.05,403.38,60,682,0.0953,2
11719,13,1437,3.25,21776.69,433.13,60,739,0.3114,1
6226,25,780,6.0,22200.0,452.14,60,776,0.6088,1
2601,23,780,6.0,15000.0,464.08,36,748,0.329,1
16066,13,47,4.25,19602.17,372.69,60,708,0.7422,2
22216,40,570,6.75,2000.0,52.0,0,688,0.4962,1
4972,3,1462,8.25,18608.08,414.62,60,696,0.5619,2
16738,3,585,10.25,14500.0,339.73,60,655,0.0823,3
5226,13,780,3.75,6568.65,120.45,60,729,0.3426,1
16394,14,570,14.75,41133.76,866.44,72,573,0.3893,5
9702,13,1437,4.5,21800.1,406.41,60,714,0.2195,2
3306,40,1407,6.75,30000.0,117.0,0,740,0.3866,1
15539,13,780,3.25,15350.0,305.29,60,763,0.2589,1
6852,13,1916,4.75,26772.9,502.76,60,715,0.5112,2
18438,13,585,3.25,26450.0,478.79,60,800,0.5369,1
6029,3,780,6.0,6000.0,193.25,36,758,0.5746,1
15246,2,780,5.75,30000.0,633.24,60,729,0.4599,1
2920,3,780,7.0,22000.0,457.88,60,777,0.0767,1
6214,3,1916,10.75,15938.36,352.45,60,676,0.2971,3
12775,25,1017,14.25,3000.0,150.05,24,0,0.2693,4
10457,40,780,6.75,2000.0,57.0,0,722,0.1776,1
5449,25,1437,9.75,3981.01,184.41,24,658,0.3687,3
8195,3,780,7.0,8400.0,175.16,60,722,0.4202,1
8880,25,1437,9.75,5000.0,170.21,36,673,0.1608,3
5452,25,1437,10.5,5000.0,172.22,36,648,0.4482,3
9907,40,780,6.75,15000.0,144.0,0,748,0.2585,1
2664,13,780,4.0,20000.0,368.96,60,720,0.4468,1
13386,3,1176,10.25,20000.0,467.81,60,671,0.2421,3
15724,23,1437,7.25,5900.0,152.95,48,681,0.1131,2
8227,3,1407,7.5,18654.95,459.38,48,691,0.3081,2
8350,3,780,6.0,25000.0,483.29,60,756,0.2332,1
7608,3,1017,6.75,6500.0,380.19,18,716,0.4151,2
17962,3,570,7.0,14158.36,365.77,48,666,0.4782,3
20395,23,166,6.0,30000.0,581.06,60,705,0.4,2
1874,25,780,6.0,15000.0,305.27,60,725,0.5125,1
19226,25,585,14.45,6100.0,180.18,48,625,0.3861,4
15475,3,166,7.25,35000.0,670.62,72,752,0.4032,1
5233,25,570,6.25,2000.0,116.64,18,691,0.2377,2
16384,9999,1017,4.25,47132.69,649.82,84,812,0.3011,1
4559,2,1916,6.25,4000.0,351.97,12,704,0.3361,2
13526,3,780,6.75,29433.54,580.43,60,796,0.3893,1
1416,9999,1437,4.25,10051.58,297.88,36,712,0.3898,2
12729,3,585,6.5,2721.8,126.09,24,715,0.4712,2
7463,2,780,6.0,10000.0,193.38,60,756,0.3928,1
11425,40,47,6.75,2000.0,50.0,0,0,0.1852,0
394,40,780,6.75,15000.0,488.0,0,720,0.1111,1
1345,9999,1017,6.0,36733.54,608.79,72,706,0.1993,2
15987,2,47,7.75,25000.0,551.63,60,718,0.4358,2
16302,40,1437,6.75,5000.0,161.0,0,698,0.3329,2
1966,3,780,6.0,30000.0,581.41,60,764,0.1483,1
9381,3,1916,7.75,16817.54,354.73,60,691,0.3034,2
21798,40,55,6.75,10000.0,82.0,0,765,0.089,1
1578,3,166,5.75,25000.0,609.8,48,709,0.2275,2
12831,25,780,5.75,18000.0,354.91,60,730,0.2218,1
952,25,780,6.0,9000.0,228.03,48,726,0.1184,1
15654,25,47,7.75,18000.0,397.34,60,703,0.5342,2
18234,3,585,7.5,18035.0,362.22,60,711,0.2098,2
15205,40,780,6.75,10000.0,130.0,0,742,0.4233,1
12446,25,9999,7.25,41000.0,704.67,72,775,0.7146,1
18909,24,585,9.5,5403.92,183.27,36,633,0.2674,4
787,3,1437,7.0,19296.06,389.62,60,701,0.5009,2
12181,8,585,8.25,25000.0,307.49,120,744,0.5178,1
7907,3,1017,10.75,20150.0,444.5,60,668,0.3378,3
6094,25,780,5.5,1500.0,87.02,18,821,0.5847,1
5997,25,780,8.25,10000.0,204.07,60,709,0.2207,2
12252,25,570,16.25,9000.0,257.77,48,541,0.3593,5
18979,9999,1437,7.0,27753.24,561.85,66,652,0.2917,3
19219,40,780,6.75,2000.0,50.0,0,742,0.4048,1
2149,9999,1437,17.3,17285.16,435.44,60,582,0.3459,5
1946,25,780,6.0,3900.0,122.11,36,759,0.2002,1
15793,40,1437,6.75,20000.0,401.0,0,743,0.2828,1
7435,25,1407,6.75,4990.0,292.32,18,713,0.4365,2
9676,7,780,5.75,15000.0,288.33,60,733,0.5282,1
4704,25,1916,15.0,4324.0,278.66,18,626,0.2437,4
16730,17,47,4.75,21684.78,452.54,54,646,0.4604,3
5792,3,166,6.0,54135.83,1099.72,60,729,0.3027,1
18571,3,585,10.0,25400.0,821.04,36,667,0.4302,3
19558,13,1090,3.0,14000.0,256.2,60,831,0.6494,1
1622,25,780,5.0,2775.3,242.41,12,748,0.3137,1
6201,3,780,6.0,17167.3,349.11,60,793,0.357,1
22045,25,570,10.25,10000.0,231.82,60,680,0.4351,3
22132,3,55,10.25,8900.0,232.58,60,636,0.4364,4
22491,8,570,5.5,33412.0,497.7,84,691,0.3614,1
11231,25,1437,6.25,3000.0,139.41,24,686,0.4351,2
21197,40,1017,6.75,5900.0,88.0,0,701,0.3567,2
14037,13,1437,14.0,12062.83,280.43,60,0,0.2262,4
16015,23,780,7.25,25000.0,440.53,72,787,0.5414,1
1878,25,780,5.5,2000.0,88.39,24,788,0.1736,1
15282,14,780,3.0,15000.0,297.44,60,812,0.0256,1
20898,7,47,9.5,5000.0,134.89,48,680,0.4549,3
13488,2,55,7.75,10000.0,212.2,60,697,0.551,2
5353,40,1437,6.75,5000.0,78.0,0,627,0.1055,4
7726,2,585,14.5,1500.0,135.65,12,0,0.1515,4
1210,13,780,3.5,19704.23,475.43,48,754,0.4704,1
10737,17,780,3.5,18572.96,355.39,60,720,0.282,1
21290,43,570,13.0,1000.0,25.0,53,679,0.2314,1
15704,17,1437,8.0,29414.0,574.84,72,665,0.2616,3
15461,3,47,6.75,65000.0,1405.33,60,746,0.3947,1
21902,43,55,13.0,500.0,25.0,0,0,0.0156,1
10828,3,1437,10.25,26372.13,591.11,60,671,0.4329,3
11776,40,47,4.75,14999.81,487.0,0,604,0.3532,4
14444,3,47,10.25,13379.41,307.25,60,652,0.4188,3
7200,3,570,8.25,23178.19,517.83,60,709,0.3965,2
16642,3,1437,17.0,17513.84,447.24,60,599,0.3815,5
20118,8,570,6.5,26577.9,231.88,180,823,0.6558,1
10092,3,1017,7.75,18100.0,374.69,60,715,0.3593,2
1293,9999,780,2.5,40004.52,1154.26,36,844,0.4915,1
19807,25,780,4.5,12000.0,224.09,60,830,0.1998,1
8983,3,55,8.0,10000.0,218.61,60,682,0.3597,2
22118,13,780,3.25,13000.0,248.01,60,834,0.2646,1
14761,40,780,6.75,10000.0,50.0,0,823,0.4218,1
11752,2,780,6.75,27500.0,594.08,60,769,0.3777,1
4961,25,585,15.75,9204.0,260.35,48,604,0.0539,4
2453,25,780,6.0,26194.18,516.88,60,732,0.3024,1
6949,23,1437,10.0,5000.0,240.63,24,673,0.2802,3
2165,3,780,6.0,15000.0,304.72,60,737,0.6645,1
7243,3,55,8.5,21300.0,479.03,60,685,0.4471,2
3608,13,780,3.75,17500.0,328.07,60,729,0.3381,1
11506,9999,780,6.0,12000.0,254.32,60,748,0.154,1
19181,25,1437,7.25,12843.93,321.46,48,674,0.2957,3
9447,23,780,6.75,9650.89,194.42,60,736,0.1377,1
13081,24,1437,6.75,4000.0,130.96,36,718,0.3731,2
2561,13,780,4.75,20000.0,320.36,72,729,1.0584,1
4603,3,780,6.5,18000.0,426.73,48,733,0.3278,1
11793,3,1437,7.75,13571.9,287.42,60,681,0.5104,2
20883,3,55,10.0,14300.0,319.65,60,664,0.1422,3
21764,13,55,10.25,10000.0,214.16,60,648,0.3942,3
20753,17,570,2.5,27018.1,591.81,48,772,0.3306,1
8469,25,780,6.5,11510.0,278.44,48,821,0.4263,1
19332,13,570,2.25,10000.0,287.54,36,791,0.9799,1
6137,9999,1090,4.25,31502.64,583.73,60,704,0.199,2
2563,40,1407,6.75,500.0,50.0,0,0,0.0321,0
15756,25,780,7.25,20000.0,363.29,72,758,0.5572,1
2903,3,570,8.5,13203.47,270.84,60,701,0.2515,2
2564,25,780,6.0,15000.0,297.7,60,735,0.3666,1
12784,25,780,6.0,5000.0,126.6,48,728,0.3428,1
7292,2,570,9.25,2000.0,175.12,12,679,0.3015,3
8941,3,1437,10.25,24642.16,538.15,60,661,0.2754,3
15121,2,780,6.0,5000.0,126.59,48,754,0.4095,1
7836,25,1916,6.75,2000.0,89.37,24,716,0.535,2
19222,3,1437,6.5,37000.0,692.95,72,749,0.297,1
20607,43,570,13.0,5000.0,125.0,0,599,0.4074,5
21518,3,585,7.0,10106.58,260.59,48,717,0.4639,2
6968,25,780,8.25,12000.0,267.76,60,687,0.2044,2
18425,25,780,4.5,10000.0,196.44,60,709,0.2624,2
11193,3,780,5.25,4000.0,181.73,24,778,0.398,1
16993,3,1437,5.75,21380.0,357.99,60,724,0.2055,1
17138,2,1437,15.75,3000.0,110.66,36,575,0.345,5
20532,3,585,4.5,13684.37,254.71,60,739,0.1123,1
5705,3,1437,6.25,4294.26,370.06,12,703,0.2235,2
1514,9999,1916,3.75,22538.79,413.14,60,632,0.3629,1
1680,25,1407,7.5,9848.14,307.27,36,716,0.1979,2
20377,14,47,5.75,24999.84,518.24,60,663,0.1075,3
20359,40,47,6.75,10000.0,50.0,0,747,0.4418,1
675,3,47,7.75,12200.0,269.27,60,682,0.4372,2
14704,3,570,10.25,11552.7,259.8,60,669,0.2168,3
17117,3,1176,8.5,27753.75,493.61,72,707,0.4601,2
12550,17,1437,4.0,27344.36,740.75,41,685,0.3123,2
11333,25,1437,7.75,8000.0,177.52,60,692,0.075,2
5654,3,1437,15.75,13300.0,388.14,48,616,0.3592,4
19285,3,1437,4.5,34832.32,649.46,60,723,0.4024,1
1319,9999,1017,4.25,31102.03,429.48,84,726,0.1566,1
16861,2,585,15.75,10481.97,258.03,60,615,0.2454,4
7272,3,1437,8.5,16318.0,367.35,60,692,0.5232,2
1593,9999,1437,4.5,47676.75,663.94,84,736,0.4418,1
17637,25,1437,10.0,19100.0,505.55,48,635,0.3389,4
3920,24,1437,8.5,5000.0,157.5,36,702,0.505,2
17369,40,780,6.75,5000.0,50.0,0,722,0.0796,1
18897,23,780,4.5,16000.0,313.37,60,794,0.3394,1
7937,23,780,6.0,15000.0,296.79,60,803,0.6737,1
13601,25,780,5.75,12000.0,251.54,60,720,0.0855,1
9202,23,780,5.75,10000.0,312.62,36,739,0.2637,1
7181,2,780,6.0,15000.0,290.65,60,723,0.9823,1
11637,25,585,15.5,2000.0,97.61,24,594,0.0454,5
21920,13,55,3.25,19785.0,393.06,60,706,0.2574,2
9377,3,1437,6.75,6494.55,211.72,36,688,0.3193,2
13733,3,1437,15.75,20000.0,505.0,60,630,0.2834,4
400,3,1407,16.25,7158.37,219.7,48,551,0.2843,5
14740,13,1437,4.25,10500.0,238.65,48,707,0.3376,2
20324,40,55,6.75,10000.0,175.0,0,618,0.1445,4
1436,3,1407,8.25,20000.0,447.19,60,711,0.1179,2
22186,25,55,4.5,10000.0,214.31,60,732,0.4584,1
20583,13,1090,2.75,13200.0,235.46,60,805,0.5082,1
17673,40,1437,6.75,15000.0,488.0,0,678,0.3754,3
21660,40,47,6.75,6000.0,66.0,0,713,0.2127,1
14244,25,780,5.25,3500.0,154.15,24,767,0.3542,1
17014,3,585,7.75,12000.0,242.07,60,702,0.4377,2
5045,9999,1462,5.75,37824.88,622.56,72,704,0.5855,2
14379,25,9999,6.25,2500.0,113.21,24,688,0.5196,2
17839,3,585,4.5,30000.0,559.48,60,755,0.3555,1
15606,3,1437,7.0,11963.89,310.0,48,685,0.0893,2
20067,25,1437,5.75,6000.0,140.11,48,763,0.9733,1
3220,25,780,6.0,10000.0,322.24,36,751,0.3274,1
21624,25,55,6.25,12750.0,248.14,60,773,0.361,1
10854,40,780,6.75,15000.0,440.0,0,681,0.4388,2
18424,43,1437,13.0,500.0,25.0,0,690,0.1101,2
21181,14,47,2.5,18500.0,345.75,60,724,0.1804,1
18881,3,585,5.75,20000.0,503.92,48,811,0.5406,1
10458,25,585,15.75,5262.79,195.77,36,572,0.2931,5
21814,13,55,15.0,15813.41,377.3,60,589,0.4057,5
5942,25,585,15.25,5000.0,251.99,24,614,0.2135,4
10152,13,1437,7.25,16076.76,337.31,60,657,0.1594,3
12532,40,47,6.75,30000.0,223.0,0,814,0.52,1
22503,9999,585,5.5,40180.0,592.87,84,843,0.3294,1
4811,13,780,3.75,16000.0,292.9,60,793,0.3731,1
11843,24,780,6.25,5000.0,120.67,48,819,0.4609,1
15170,13,1017,14.0,8000.0,288.08,36,596,0.0331,5
14935,13,780,3.25,11723.5,223.19,60,787,0.1283,1
14990,40,1437,6.75,20000.0,384.0,0,646,0.2137,3
17921,25,585,14.75,5000.0,183.47,36,0,0.3354,4
14485,40,780,6.75,10000.0,50.0,0,802,0.146,1
269,3,585,10.75,20246.92,383.57,72,651,0.4437,3
7753,40,780,6.75,13400.0,327.0,0,804,0.4496,1
6881,25,780,6.25,7325.0,176.32,48,746,0.1161,1
18172,3,585,4.5,10000.0,186.63,60,747,0.2966,1
19384,8,1090,4.5,13034.02,248.1,60,774,0.3318,1
14555,3,780,6.0,15000.0,352.63,48,731,0.1664,1
16688,43,1437,13.0,1000.0,25.0,0,747,0.1954,1
17079,3,1437,5.75,11835.07,359.23,36,758,0.6431,1
13604,40,780,6.75,7000.0,50.0,0,724,0.3961,1
2455,2,1437,6.25,5000.0,430.33,12,706,0.4099,2
20319,3,585,4.5,10000.0,190.17,60,815,1.1083,1
2173,25,1437,7.25,6164.5,202.42,36,688,0.3108,2
22248,40,570,6.75,30000.0,948.0,0,771,0.4888,1
17299,3,47,10.5,13919.39,299.2,60,671,0.2442,3
8240,25,585,10.75,6500.0,167.23,48,667,0.4467,3
14516,3,47,5.75,18816.51,397.03,60,736,0.6177,1
8729,3,1017,15.75,5172.68,190.27,36,616,0.191,4
897,8,47,8.25,32606.22,473.09,120,665,0.3901,3
3451,25,1017,15.5,3000.0,108.06,36,650,0.444,4
21589,17,341,3.25,20669.58,380.79,60,785,0.4103,1
18435,17,585,4.75,31978.63,512.21,72,713,0.2674,2
7503,2,780,5.5,8000.0,360.56,24,787,0.3314,1
21512,40,166,6.75,25000.0,670.0,0,765,0.4588,1
3401,3,780,6.25,23309.07,454.13,60,760,0.5385,1
3559,25,780,7.25,3000.0,93.25,36,683,0.2693,2
9753,13,1437,3.5,24364.96,443.49,60,805,0.1968,1
15227,8,47,7.75,66235.18,1022.94,84,666,0.3057,3
793,9999,1437,14.75,13720.99,326.62,60,0,0.0935,4
12765,3,585,15.75,15000.0,363.63,60,624,0.1825,4
20497,40,585,6.75,3500.0,107.0,0,719,0.2816,1
8820,3,1437,10.5,9600.0,225.08,60,654,0.2775,3
6921,13,780,4.25,21907.32,345.73,72,777,0.4138,1
10491,8,570,5.5,30000.0,586.45,60,813,0.3187,1
13489,2,780,6.0,10000.0,208.69,60,731,0.3207,1
2148,9999,1437,4.49,48212.16,671.16,84,787,0.2661,1
11965,3,47,6.75,38000.0,805.89,60,722,0.2878,1
20011,40,1017,6.75,10000.0,322.0,0,826,0.6218,1
17073,40,1437,6.75,10000.0,50.0,0,743,0.4531,1
16251,3,780,5.75,14926.73,314.43,60,733,0.0707,1
17893,40,166,4.75,5000.0,95.0,0,743,0.2524,1
4698,25,780,5.75,3700.0,163.63,24,732,0.1008,1
5672,25,780,6.25,15000.0,360.04,48,733,0.7327,1
13036,25,1176,10.5,10000.0,214.88,60,649,0.2815,3
15663,25,780,6.0,25000.0,508.14,60,731,0.293,1
862,3,1437,10.25,39000.0,850.73,60,680,0.4548,3
10392,25,780,6.75,28189.88,556.43,60,724,0.402,1
20781,3,55,5.75,6680.0,130.84,60,746,0.2523,1
3277,3,1407,10.5,11625.39,321.01,48,656,0.1437,3
19570,25,780,5.75,7000.0,163.79,48,794,0.2959,1
18146,40,780,6.75,9006.68,214.0,0,688,0.3213,2
22244,43,585,13.0,0.0,25.0,0,650,0.1915,3
17462,25,47,6.75,30140.0,640.28,60,719,0.2728,2
14524,25,1437,10.25,10000.0,223.75,60,656,0.1226,3
3995,13,1437,3.75,5600.0,170.14,36,685,0.427,2
11855,13,780,3.25,17500.0,316.75,60,805,0.4826,1
21149,3,55,5.5,8500.0,206.28,48,776,0.516,1
11217,3,780,7.0,8442.45,171.4,60,762,0.3319,1
6794,3,570,8.25,15522.98,332.02,60,683,0.2436,2
5154,40,585,6.75,2000.0,50.0,0,677,0.1836,3
4585,3,780,7.0,15537.02,337.11,60,720,0.3209,1
17827,3,585,6.25,26789.28,530.07,60,767,0.6287,1
8273,25,166,7.5,35000.0,606.41,72,761,0.7782,1
11402,25,570,15.0,7884.0,224.85,48,0,0.2932,4
6737,25,1017,14.5,2000.0,182.53,12,0,0.1072,4
3631,13,780,3.75,11629.35,229.49,60,764,0.4476,1
12395,25,47,7.75,11666.57,234.99,60,696,0.5452,2
3078,23,780,6.0,15000.0,304.95,60,769,0.3101,1
7230,23,1916,16.75,5000.0,154.31,48,582,0.2537,5
18451,14,1017,2.5,23820.75,687.93,36,803,0.0923,1
12909,40,55,6.75,5000.0,50.0,0,657,0.3954,3
5543,40,1462,6.75,10000.0,317.0,0,710,0.8385,2
19076,13,1437,3.0,19701.0,389.44,60,732,0.2122,1
1901,9999,1916,14.6,24773.34,521.62,72,604,0.202,4
17631,40,570,6.75,10000.0,50.0,0,723,0.4256,1
10338,3,780,5.75,18653.13,359.23,60,764,0.4372,1
7060,43,1916,13.0,500.0,25.0,0,800,0.2939,1
17756,25,585,5.75,8000.0,256.8,36,727,0.4902,1
19046,25,1437,6.0,25000.0,508.42,60,717,0.4396,2
9896,17,780,3.5,25531.59,475.66,60,752,0.0816,1
10015,25,780,6.75,16000.0,315.5,60,739,0.3826,1
14304,25,1437,14.5,3300.0,164.92,24,634,0.2846,4
3026,3,780,7.0,30000.0,594.62,60,747,0.3215,1
4877,25,780,6.0,20000.0,618.94,36,724,0.3961,1
11190,25,780,6.25,3800.0,172.86,24,709,0.2438,2
7919,25,1407,10.75,10984.29,292.08,48,641,0.1591,3
1453,9999,1437,8.75,37573.4,601.92,84,675,0.4379,3
12313,40,570,6.75,10000.0,195.0,0,687,0.5032,2
22260,40,55,6.75,500.0,50.0,0,808,0.5606,1
18203,40,1437,6.75,10000.0,325.0,0,700,0.334,2
5318,14,1916,5.0,33000.0,593.01,72,709,0.4975,2
6902,3,780,6.0,6000.0,182.25,36,764,0.2503,1
17029,3,1437,7.75,14500.0,307.55,60,708,0.404,2
1086,40,780,6.75,10000.0,276.0,0,751,0.4436,1
106,7,780,7.75,30000.0,536.07,72,841,0.2772,1
19422,17,780,3.0,17781.37,368.22,54,723,0.2822,1
14196,40,780,6.75,15000.0,50.0,0,736,0.3406,1
2993,3,780,6.0,18000.0,348.0,60,745,0.2877,1
18678,14,780,4.5,31800.0,434.49,72,705,0.5059,2
16312,25,1437,7.75,6500.0,154.85,48,668,0.4499,3
5977,14,780,4.25,22472.6,416.23,60,703,0.4168,2
9191,3,1407,6.75,25000.0,493.0,60,725,0.4953,1
5681,13,780,3.5,8000.0,149.13,60,740,0.3167,1
11331,40,1017,6.75,10000.0,317.0,0,662,0.2466,3
15526,25,47,8.5,21000.0,452.34,60,674,0.1037,3
17686,43,47,13.0,500.0,25.0,0,0,0.2526,0
16279,25,47,15.25,6000.0,180.27,48,0,0.265,4
11149,3,1437,6.75,6229.92,202.97,36,684,0.1528,2
21966,13,585,8.0,9187.62,220.7,60,0,0.1672,4
7723,40,585,6.75,2000.0,50.0,0,662,0.3163,3
8657,2,1437,8.5,15000.0,314.73,60,686,0.5046,2
3198,25,780,2.49,2000.0,172.58,12,752,0.2397,1
13495,40,1437,6.75,10000.0,316.0,0,665,0.4173,3
6641,9999,1916,3.25,37699.96,681.55,60,770,0.2369,1
16581,25,780,5.75,15000.0,461.77,36,733,0.3199,1
5874,2,585,7.0,20000.0,395.07,60,740,0.4084,1
16138,3,47,8.5,25000.0,444.0,72,701,0.35,2
18472,3,47,7.25,15000.0,314.95,60,681,0.7515,2
970,3,570,8.75,22145.08,419.55,72,704,0.4661,2
10748,3,55,10.5,22907.0,493.52,60,671,0.3582,3
3438,3,780,6.25,10000.0,254.38,48,773,0.5816,1
11466,13,780,4.0,27000.0,448.31,72,771,0.4033,1
8016,25,570,10.75,13371.72,304.38,60,671,0.3744,3
14860,3,780,6.75,15945.0,322.42,60,781,0.5675,1
13553,25,55,6.75,33500.0,674.96,60,753,0.3583,1
5336,25,1437,16.5,3505.0,131.87,36,590,0.3814,5
20981,40,166,4.75,10000.0,215.0,0,0,0.1816,1
14602,13,780,3.25,13500.0,244.09,60,776,0.6602,1
15216,43,47,13.0,500.0,25.0,0,765,0.5161,1
16769,8,1437,8.5,21989.52,216.6,180,763,0.3681,1
2980,3,1916,8.5,15978.64,334.54,60,715,0.3469,2
2544,40,780,6.75,10000.0,50.0,0,810,0.4442,1
9689,25,166,7.25,35000.0,637.73,72,738,0.4324,1
15353,13,780,3.25,11575.0,209.34,60,836,0.4929,1
7007,25,780,5.0,2825.5,244.28,12,780,0.333,1
22419,25,9999,6.25,23300.0,454.12,60,722,0.5042,1
5024,40,780,6.75,15000.0,50.0,0,766,0.3485,1
5082,17,780,3.5,11578.68,259.23,48,724,0.4172,1
12631,40,47,4.75,30000.0,424.0,0,675,0.5818,3
5412,25,780,6.0,11000.0,355.28,36,813,0.6683,1
18022,43,1017,13.0,500.0,25.0,0,712,0.3534,2
21571,40,780,6.75,2000.0,64.0,0,736,0.375,1
6947,2,780,6.0,30000.0,609.7,60,727,0.2662,1
13556,40,55,6.75,5000.0,116.0,0,657,0.3117,3
10100,40,585,6.75,25000.0,609.0,0,705,0.3507,2
7021,13,780,3.5,14000.0,254.63,60,771,2.8742,1
4809,3,166,8.75,21207.64,381.04,72,718,0.5581,2
20434,3,585,7.0,9559.2,207.63,60,710,0.3128,2
1278,7,780,6.25,15000.0,298.63,60,768,0.7228,1
17865,3,47,6.25,25499.99,496.02,60,747,0.3724,1
5379,40,1462,6.75,20000.0,424.0,0,798,0.6347,1
7822,14,1407,7.75,22412.13,414.07,72,663,0.407,3
22501,9999,585,6.5,36562.62,318.64,180,796,0.2966,1
19786,43,1017,13.0,500.0,25.0,0,686,0.4989,2
6352,14,780,3.75,37651.75,584.38,72,754,0.3556,1
